订单顺序编号,订单号,用户名,商品编号,订单金额,付款金额,渠道编号,平台类型,下单时间,付款时间,是否退款,优惠金额,支付耗时_秒,下单日期,下单小时,星期几
1972,sys-2025-334852999,user-132569,PR000236,474.97,452.35,渠道1,微信公众号,2025-01-08 13:03:50,2025-01-08 13:04:09,是,22.620000000000005,19.0,2025-01-08,13,Wednesday
1984,sys-2025-318894055,user-280965,PR000507,681.05,681.05,渠道1,APP,2025-01-08 13:25:11,2025-01-08 13:25:36,否,0.0,25.0,2025-01-08,13,Wednesday
1987,sys-2025-375483003,user-142800,PR000738,751.18,751.18,渠道1,APP,2025-01-08 13:32:13,2025-01-08 13:32:28,否,0.0,15.0,2025-01-08,13,Wednesday
1999,sys-2025-376210850,user-258094,PR000231,492.87,430.45,渠道1,微信公众号,2025-01-08 14:11:02,2025-01-08 14:11:18,否,62.420000000000016,16.0,2025-01-08,14,Wednesday
2014,sys-2025-388199554,user-129981,PR000620,730.42,730.42,渠道1,web网站,2025-01-08 14:54:34,2025-01-08 14:55:02,否,0.0,28.0,2025-01-08,14,Wednesday
2023,sys-2025-323771321,user-298835,PR000271,464.21,464.21,渠道1,微信公众号,2025-01-08 15:31:11,2025-01-08 15:31:33,否,0.0,22.0,2025-01-08,15,Wednesday
2030,sys-2025-317750433,user-153529,PR000048,550.98,550.98,渠道1,APP,2025-01-08 16:55:54,2025-01-08 16:56:08,否,0.0,14.0,2025-01-08,16,Wednesday
2040,sys-2025-291861538,user-183034,PR000554,3693.54,3667.17,渠道1,微信公众号,2025-01-08 18:30:25,2025-01-08 18:30:46,否,26.36999999999989,21.0,2025-01-08,18,Wednesday
2049,sys-2025-348702650,user-179383,PR000915,558.52,558.52,渠道1,微信公众号,2025-01-08 19:29:58,2025-01-08 19:30:20,是,0.0,22.0,2025-01-08,19,Wednesday
2065,sys-2025-330026396,user-155268,PR000839,934.66,927.37,渠道1,APP,2025-01-08 20:44:04,2025-01-08 20:44:35,否,7.289999999999964,31.0,2025-01-08,20,Wednesday
2103,sys-2025-341476546,user-241746,PR000395,395.46,351.98,渠道1,APP,2025-01-09 11:29:28,2025-01-09 11:29:46,否,43.47999999999996,18.0,2025-01-09,11,Thursday
2106,sys-2025-377696086,user-277696,PR000502,896.21,835.55,渠道1,APP,2025-01-09 11:33:15,2025-01-09 11:33:31,否,60.66000000000008,16.0,2025-01-09,11,Thursday
2119,sys-2025-331883752,user-144583,PR000404,737.21,560.58,渠道1,微信公众号,2025-01-09 13:06:59,2025-01-09 13:07:15,是,176.63,16.0,2025-01-09,13,Thursday
2142,sys-2025-354070211,user-240890,PR000373,1070.64,1070.64,渠道1,微信公众号,2025-01-09 14:41:12,2025-01-09 14:41:30,否,0.0,18.0,2025-01-09,14,Thursday
2172,sys-2025-317137272,user-142113,PR000601,738.99,738.99,渠道1,APP,2025-01-09 18:19:19,2025-01-09 18:19:45,否,0.0,26.0,2025-01-09,18,Thursday
2176,sys-2025-356149564,user-290414,PR000536,745.84,719.28,渠道1,微信公众号,2025-01-09 18:31:40,2025-01-09 18:32:15,是,26.56000000000006,35.0,2025-01-09,18,Thursday
2177,sys-2025-315426392,user-106528,PR000258,2289.27,2254.77,渠道1,微信公众号,2025-01-09 18:37:08,2025-01-09 18:37:27,否,34.5,19.0,2025-01-09,18,Thursday
2181,sys-2025-410273361,user-188534,PR000749,1407.48,1391.47,渠道1,APP,2025-01-09 18:46:27,2025-01-09 18:46:52,否,16.00999999999999,25.0,2025-01-09,18,Thursday
2183,sys-2025-397339004,user-216952,PR000765,1620.14,1571.37,渠道1,微信公众号,2025-01-09 18:51:44,2025-01-09 18:52:11,否,48.77000000000021,27.0,2025-01-09,18,Thursday
2188,sys-2025-330272997,user-116861,PR000898,2189.36,2147.16,渠道1,APP,2025-01-09 19:10:55,2025-01-09 19:11:05,是,42.20000000000027,10.0,2025-01-09,19,Thursday
2204,sys-2025-309485374,user-134370,PR000619,2367.49,2316.16,渠道1,微信公众号,2025-01-09 20:10:11,2025-01-09 20:10:33,是,51.32999999999993,22.0,2025-01-09,20,Thursday
2228,sys-2025-379458834,user-216521,PR000168,1033.73,1020.72,渠道1,微信公众号,2025-01-09 21:20:06,2025-01-09 21:20:20,否,13.009999999999991,14.0,2025-01-09,21,Thursday
2233,sys-2025-282731480,user-155781,PR000238,1541.39,1496.95,渠道1,APP,2025-01-09 21:30:19,2025-01-09 21:30:35,否,44.440000000000055,16.0,2025-01-09,21,Thursday
2240,sys-2025-316419455,user-282166,PR000224,144.22,137.95,渠道1,微信公众号,2025-01-09 22:04:13,2025-01-09 22:04:26,否,6.27000000000001,13.0,2025-01-09,22,Thursday
2254,sys-2025-350713708,user-144065,PR000500,626.31,490.99,渠道1,微信公众号,2025-01-09 22:58:58,2025-01-09 22:59:16,否,135.31999999999994,18.0,2025-01-09,22,Thursday
2268,sys-2025-335319345,user-195506,PR000661,165.67,147.39,渠道1,APP,2025-01-10 10:20:32,2025-01-10 10:20:50,否,18.28,18.0,2025-01-10,10,Friday
2278,sys-2025-321163465,user-120054,PR000069,604.73,604.73,渠道1,APP,2025-01-10 12:05:12,2025-01-10 12:06:57,否,0.0,105.0,2025-01-10,12,Friday
2288,sys-2025-404129861,user-104164,PR000773,501.9,478.51,渠道1,APP,2025-01-10 13:27:27,2025-01-10 13:28:24,否,23.389999999999986,57.0,2025-01-10,13,Friday
2292,sys-2025-346505520,user-120664,PR000335,598.37,564.5,渠道1,APP,2025-01-10 13:49:24,2025-01-10 13:49:50,否,33.870000000000005,26.0,2025-01-10,13,Friday
2312,sys-2025-383062136,user-131950,PR000400,4576.12,4512.42,渠道1,APP,2025-01-10 15:41:47,2025-01-10 15:42:03,否,63.69999999999982,16.0,2025-01-10,15,Friday
2316,sys-2025-358385308,user-186108,PR000389,1548.79,1513.25,渠道1,web网站,2025-01-10 16:37:54,2025-01-10 16:41:24,是,35.539999999999964,210.0,2025-01-10,16,Friday
2319,sys-2025-267378897,user-236420,PR000041,218.53,116.26,渠道1,APP,2025-01-10 18:47:11,2025-01-25 06:52:00,否,102.27,1253089.0,2025-01-10,18,Friday
2331,sys-2025-316358973,user-150051,PR000741,2353.2,2353.2,渠道1,APP,2025-01-10 19:35:25,2025-01-10 19:35:44,否,0.0,19.0,2025-01-10,19,Friday
2335,sys-2025-244703187,user-166288,PR000216,850.36,809.87,渠道1,微信公众号,2025-01-10 19:42:20,2025-01-10 19:42:43,否,40.49000000000001,23.0,2025-01-10,19,Friday
2351,sys-2025-317663651,user-145374,PR000837,1711.98,1657.5,渠道1,微信公众号,2025-01-10 20:43:10,2025-01-10 20:43:23,否,54.48000000000002,13.0,2025-01-10,20,Friday
2358,sys-2025-299276355,user-121612,PR000254,2131.17,2085.55,渠道1,微信公众号,2025-01-10 21:06:54,2025-01-10 21:07:20,否,45.61999999999989,26.0,2025-01-10,21,Friday
2390,sys-2025-329668704,user-299742,PR000060,687.71,471.74,渠道1,APP,2025-01-11 10:55:14,2025-01-11 10:55:43,否,215.97000000000003,29.0,2025-01-11,10,Saturday
2402,sys-2025-376281566,user-237942,PR000675,460.83,435.92,渠道1,web网站,2025-01-11 12:41:05,2025-01-11 12:41:22,否,24.909999999999968,17.0,2025-01-11,12,Saturday
2410,sys-2025-350249054,user-178048,PR000748,653.61,633.47,渠道1,APP,2025-01-11 13:14:50,2025-01-11 13:15:17,是,20.139999999999986,27.0,2025-01-11,13,Saturday
2416,sys-2025-344433123,user-138940,PR000924,216.51,216.51,渠道1,APP,2025-01-11 13:51:34,2025-01-11 13:51:50,是,0.0,16.0,2025-01-11,13,Saturday
2440,sys-2025-281389151,user-133961,PR000396,1686.3,1648.87,渠道1,APP,2025-01-11 15:24:43,2025-01-11 15:32:42,否,37.430000000000064,479.0,2025-01-11,15,Saturday
2442,sys-2025-254689472,user-173240,PR000589,1710.12,1690.53,渠道1,APP,2025-01-11 15:53:59,2025-01-11 15:58:52,否,19.589999999999918,293.0,2025-01-11,15,Saturday
2447,sys-2025-348411685,user-140841,PR000487,630.53,630.53,渠道1,微信公众号,2025-01-11 16:53:16,2025-01-11 16:53:28,否,0.0,12.0,2025-01-11,16,Saturday
2452,sys-2025-327778183,user-132601,PR000243,578.97,570.33,渠道1,APP,2025-01-11 18:26:09,2025-01-11 18:26:24,否,8.639999999999986,15.0,2025-01-11,18,Saturday
2503,sys-2025-314364429,user-123175,PR000793,1454.08,1389.18,渠道1,微信公众号,2025-01-11 21:19:49,2025-01-11 21:20:06,否,64.89999999999986,17.0,2025-01-11,21,Saturday
2507,sys-2025-344812781,user-165235,PR000021,4101.72,4070.49,渠道1,微信公众号,2025-01-11 21:37:32,2025-01-11 21:38:14,否,31.230000000000473,42.0,2025-01-11,21,Saturday
2510,sys-2025-405408965,user-166165,PR000280,1843.87,1728.63,渠道1,微信公众号,2025-01-11 21:49:14,2025-01-11 21:49:31,否,115.23999999999978,17.0,2025-01-11,21,Saturday
2518,sys-2025-311047005,user-286623,PR000400,2080.78,2080.78,渠道1,APP,2025-01-11 22:09:04,2025-01-11 22:09:27,否,0.0,23.0,2025-01-11,22,Saturday
2521,sys-2025-355472456,user-103429,PR000541,368.9,338.46,渠道1,APP,2025-01-11 22:20:11,2025-01-11 22:20:45,否,30.439999999999998,34.0,2025-01-11,22,Saturday
2527,sys-2025-368658865,user-298873,PR000622,2497.4,2470.88,渠道1,微信公众号,2025-01-11 22:43:13,2025-01-11 22:43:25,是,26.519999999999982,12.0,2025-01-11,22,Saturday
2542,sys-2025-325185176,user-112410,PR000894,314.61,314.61,渠道1,微信公众号,2025-01-12 06:29:44,2025-01-12 06:30:23,否,0.0,39.0,2025-01-12,6,Sunday
2543,sys-2025-292809568,user-120970,PR000381,578.71,572.49,渠道1,APP,2025-01-12 08:10:37,2025-01-12 08:10:53,否,6.220000000000027,16.0,2025-01-12,8,Sunday
2545,sys-2025-269444631,user-177678,PR000516,3409.08,3342.24,渠道1,微信公众号,2025-01-12 09:36:26,2025-01-12 09:36:52,是,66.84000000000015,26.0,2025-01-12,9,Sunday
2549,sys-2025-358501126,user-126090,PR000788,217.51,209.1,渠道1,APP,2025-01-12 09:52:54,2025-01-12 09:53:07,否,8.409999999999997,13.0,2025-01-12,9,Sunday
2582,sys-2025-334626203,user-188635,PR000922,1252.53,1176.54,渠道1,APP,2025-01-12 13:30:57,2025-01-12 13:31:08,否,75.99000000000001,11.0,2025-01-12,13,Sunday
2601,sys-2025-357151950,user-166402,PR000103,774.72,731.45,渠道1,微信公众号,2025-01-12 15:07:37,2025-01-12 15:07:53,否,43.26999999999998,16.0,2025-01-12,15,Sunday
2615,sys-2025-369195946,user-121360,PR000375,539.67,495.0,渠道1,微信公众号,2025-01-12 16:32:42,2025-01-12 16:33:00,否,44.66999999999996,18.0,2025-01-12,16,Sunday
2633,sys-2025-295940605,user-268443,PR000033,1049.5,993.35,渠道1,微信公众号,2025-01-12 19:04:08,2025-01-12 19:04:29,否,56.14999999999998,21.0,2025-01-12,19,Sunday
2637,sys-2025-353536978,user-142811,PR000262,1015.81,999.55,渠道1,APP,2025-01-12 19:12:26,2025-01-12 19:12:46,否,16.25999999999999,20.0,2025-01-12,19,Sunday
2642,sys-2025-401179897,user-273096,PR000024,2072.99,2007.63,渠道1,微信公众号,2025-01-12 19:23:33,2025-01-12 19:24:07,是,65.35999999999967,34.0,2025-01-12,19,Sunday
2646,sys-2025-358298424,user-155703,PR000762,1102.9,1089.13,渠道1,web网站,2025-01-12 19:46:26,2025-01-12 19:48:30,否,13.769999999999982,124.0,2025-01-12,19,Sunday
2701,sys-2025-306447371,user-133865,PR000895,568.48,282.45,渠道1,微信公众号,2025-01-13 10:09:49,2025-01-13 10:09:59,否,286.03000000000003,10.0,2025-01-13,10,Monday
2705,sys-2025-237946825,user-121930,PR000060,724.28,696.85,渠道1,APP,2025-01-13 10:32:16,2025-01-13 10:32:38,否,27.42999999999995,22.0,2025-01-13,10,Monday
2707,sys-2025-373941101,user-198452,PR000060,783.71,758.39,渠道1,APP,2025-01-13 10:35:50,2025-01-13 10:36:16,否,25.32000000000005,26.0,2025-01-13,10,Monday
2729,sys-2025-376305292,user-287320,PR000459,401.89,362.27,渠道1,APP,2025-01-13 12:30:35,2025-01-13 12:30:48,否,39.620000000000005,13.0,2025-01-13,12,Monday
2731,sys-2025-390005979,user-110923,PR000015,539.8,539.8,渠道1,微信公众号,2025-01-13 12:35:41,2025-01-13 12:35:54,否,0.0,13.0,2025-01-13,12,Monday
2742,sys-2025-259204435,user-162951,PR000536,511.76,499.0,渠道1,web网站,2025-01-13 13:15:41,2025-01-13 13:16:04,否,12.759999999999991,23.0,2025-01-13,13,Monday
2765,sys-2025-348868894,user-294338,PR000370,591.31,556.67,渠道1,APP,2025-01-13 14:16:57,2025-01-13 14:21:24,否,34.639999999999986,267.0,2025-01-13,14,Monday
2767,sys-2025-276629090,user-272319,PR000714,393.01,300.01,渠道1,APP,2025-01-13 14:22:17,2025-01-13 14:22:41,是,93.0,24.0,2025-01-13,14,Monday
2779,sys-2025-365651139,user-206650,PR000714,447.62,387.36,渠道1,APP,2025-01-13 14:54:26,2025-01-13 14:54:41,否,60.25999999999999,15.0,2025-01-13,14,Monday
2811,sys-2025-305568143,user-202889,PR000926,1265.12,1181.29,渠道1,微信公众号,2025-01-13 18:42:40,2025-01-13 18:42:54,是,83.82999999999993,14.0,2025-01-13,18,Monday
2815,sys-2025-308433165,user-236251,PR000925,1055.7,1055.7,渠道1,微信公众号,2025-01-13 18:50:39,2025-01-13 18:51:03,否,0.0,24.0,2025-01-13,18,Monday
2817,sys-2025-276949348,user-197294,PR000720,979.71,965.91,渠道1,APP,2025-01-13 18:55:21,2025-01-13 18:55:55,否,13.800000000000068,34.0,2025-01-13,18,Monday
2819,sys-2025-352055873,user-187023,PR000688,840.13,758.01,渠道1,微信公众号,2025-01-13 19:03:04,2025-01-13 19:03:19,否,82.12,15.0,2025-01-13,19,Monday
2825,sys-2025-344051337,user-274542,PR000909,1983.56,1947.74,渠道1,APP,2025-01-13 19:16:01,2025-01-13 19:16:19,否,35.819999999999936,18.0,2025-01-13,19,Monday
2836,sys-2025-335940399,user-153852,PR000851,3429.5,3429.5,渠道1,web网站,2025-01-13 19:51:15,2025-01-13 19:52:34,否,0.0,79.0,2025-01-13,19,Monday
2869,sys-2025-403611492,user-216425,PR000562,1219.02,1128.27,渠道1,APP,2025-01-13 21:00:00,2025-01-13 21:00:14,否,90.75,14.0,2025-01-13,21,Monday
2890,sys-2025-386442721,user-220061,PR000997,4554.21,4524.89,渠道1,微信公众号,2025-01-13 21:55:31,2025-01-13 21:55:54,是,29.31999999999971,23.0,2025-01-13,21,Monday
2894,sys-2025-328644726,user-245274,PR000977,705.96,628.34,渠道1,微信公众号,2025-01-13 22:06:47,2025-01-13 22:08:21,否,77.62,94.0,2025-01-13,22,Monday
2895,sys-2025-306236770,user-165476,PR000830,551.99,500.8,渠道1,APP,2025-01-13 22:08:10,2025-01-13 22:08:38,否,51.19,28.0,2025-01-13,22,Monday
2905,sys-2025-427262526,user-138697,PR000053,718.09,701.89,渠道1,微信公众号,2025-01-13 22:34:22,2025-01-13 22:34:35,否,16.200000000000045,13.0,2025-01-13,22,Monday
2909,sys-2025-318842965,user-225700,PR000375,1628.32,1628.32,渠道1,微信公众号,2025-01-13 22:50:40,2025-01-13 22:54:02,否,0.0,202.0,2025-01-13,22,Monday
2911,sys-2025-322574661,user-281889,PR000051,1383.27,1383.27,渠道1,微信公众号,2025-01-13 22:55:04,2025-01-13 22:55:29,否,0.0,25.0,2025-01-13,22,Monday
2936,sys-2025-322138709,user-147042,PR000933,448.93,448.93,渠道1,APP,2025-01-14 07:47:12,2025-01-14 07:47:31,否,0.0,19.0,2025-01-14,7,Tuesday
2964,sys-2025-375400988,user-173842,PR000895,125.6,112.81,渠道1,APP,2025-01-14 12:07:16,2025-01-14 12:10:15,否,12.789999999999992,179.0,2025-01-14,12,Tuesday
2969,sys-2025-356551881,user-166467,PR000280,734.25,733.1,渠道1,APP,2025-01-14 12:31:54,2025-01-14 12:33:08,否,1.1499999999999773,74.0,2025-01-14,12,Tuesday
2984,sys-2025-336274775,user-253827,PR000150,1000.28,968.42,渠道1,微信公众号,2025-01-14 12:55:01,2025-01-14 12:55:54,否,31.860000000000014,53.0,2025-01-14,12,Tuesday
2994,sys-2025-356628792,user-180380,PR000146,413.9,413.9,渠道1,APP,2025-01-14 13:07:59,2025-01-14 13:08:18,否,0.0,19.0,2025-01-14,13,Tuesday
2995,sys-2025-374055940,user-296811,PR000305,658.02,658.02,渠道1,APP,2025-01-14 13:08:58,2025-01-14 13:09:21,是,0.0,23.0,2025-01-14,13,Tuesday
3002,sys-2025-320477295,user-102764,PR000089,286.76,286.76,渠道1,APP,2025-01-14 13:14:14,2025-01-14 13:14:32,否,0.0,18.0,2025-01-14,13,Tuesday
3021,sys-2025-346487625,user-204348,PR000668,447.12,429.39,渠道1,微信公众号,2025-01-14 13:37:35,2025-01-14 13:37:53,否,17.730000000000018,18.0,2025-01-14,13,Tuesday
3031,sys-2025-413611317,user-108827,PR000281,226.6,226.6,渠道1,APP,2025-01-14 13:45:49,2025-01-14 13:46:48,否,0.0,59.0,2025-01-14,13,Tuesday
3033,sys-2025-298071817,user-166227,PR000907,367.11,285.28,渠道1,微信公众号,2025-01-14 13:51:31,2025-01-14 13:51:47,否,81.83000000000004,16.0,2025-01-14,13,Tuesday
3050,sys-2025-430132729,user-200948,PR000718,308.32,308.32,渠道1,APP,2025-01-14 14:16:44,2025-01-14 14:17:09,否,0.0,25.0,2025-01-14,14,Tuesday
3055,sys-2025-369415397,user-184971,PR000141,1402.37,1402.37,渠道1,APP,2025-01-14 14:34:09,2025-01-14 14:34:22,否,0.0,13.0,2025-01-14,14,Tuesday
3066,sys-2025-373731612,user-112899,PR000762,411.71,409.15,渠道1,APP,2025-01-14 15:03:06,2025-01-14 15:03:20,否,2.5600000000000023,14.0,2025-01-14,15,Tuesday
3071,sys-2025-377834250,user-116475,PR000321,1787.15,1777.03,渠道1,微信公众号,2025-01-14 15:15:06,2025-01-14 15:15:28,否,10.120000000000118,22.0,2025-01-14,15,Tuesday
3081,sys-2025-364257325,user-157961,PR000430,308.57,271.38,渠道1,web网站,2025-01-14 15:38:15,2025-01-14 15:38:30,是,37.19,15.0,2025-01-14,15,Tuesday
3084,sys-2025-366223816,user-273976,PR000949,446.17,380.26,渠道1,APP,2025-01-14 15:52:35,2025-01-14 15:52:56,是,65.91000000000003,21.0,2025-01-14,15,Tuesday
3085,sys-2025-292977381,user-299662,PR000880,554.52,554.52,渠道1,APP,2025-01-14 15:56:46,2025-01-14 15:57:07,否,0.0,21.0,2025-01-14,15,Tuesday
3088,sys-2025-322252224,user-180715,PR000168,2725.69,2677.87,渠道1,微信公众号,2025-01-14 16:15:39,2025-01-14 16:17:46,是,47.820000000000164,127.0,2025-01-14,16,Tuesday
3095,sys-2025-351307902,user-108377,PR000092,828.53,828.53,渠道1,APP,2025-01-14 16:41:51,2025-01-14 16:42:03,否,0.0,12.0,2025-01-14,16,Tuesday
3109,sys-2025-388421093,user-153210,PR000971,1368.51,1291.29,渠道1,APP,2025-01-14 18:10:30,2025-01-14 18:10:48,否,77.22000000000003,18.0,2025-01-14,18,Tuesday
3110,sys-2025-438262958,user-277375,PR000334,3341.2,3336.11,渠道1,微信公众号,2025-01-14 18:14:10,2025-01-14 18:14:22,否,5.089999999999691,12.0,2025-01-14,18,Tuesday
3132,sys-2025-330304296,user-114930,PR000081,1238.18,1176.27,渠道1,APP,2025-01-14 19:15:46,2025-01-14 19:16:00,否,61.91000000000008,14.0,2025-01-14,19,Tuesday
3136,sys-2025-450286731,user-269416,PR000269,866.35,739.42,渠道1,微信公众号,2025-01-14 19:31:44,2025-01-14 19:39:03,否,126.93000000000006,439.0,2025-01-14,19,Tuesday
3150,sys-2025-282404122,user-243326,PR000766,2421.63,2413.1,渠道1,微信公众号,2025-01-14 19:59:39,2025-01-14 20:01:58,否,8.5300000000002,139.0,2025-01-14,19,Tuesday
3167,sys-2025-312097255,user-179787,PR000675,1272.01,1159.47,渠道1,微信公众号,2025-01-14 20:31:54,2025-01-14 20:32:38,否,112.53999999999996,44.0,2025-01-14,20,Tuesday
3228,sys-2025-294331386,user-203636,PR000190,236.6,236.6,渠道1,微信公众号,2025-01-15 00:43:32,2025-01-15 00:43:47,否,0.0,15.0,2025-01-15,0,Wednesday
3245,sys-2025-462934828,user-138429,PR000584,419.61,382.4,渠道1,APP,2025-01-15 10:05:33,2025-01-15 10:05:53,否,37.210000000000036,20.0,2025-01-15,10,Wednesday
3252,sys-2025-367715047,user-228276,PR000513,786.5,756.69,渠道1,微信公众号,2025-01-15 10:51:24,2025-01-15 10:51:51,否,29.809999999999945,27.0,2025-01-15,10,Wednesday
3262,sys-2025-296829181,user-224728,PR000875,333.39,266.49,渠道1,web网站,2025-01-15 11:32:06,2025-01-15 11:32:27,否,66.89999999999998,21.0,2025-01-15,11,Wednesday
3269,sys-2025-390068426,user-126396,PR000148,191.79,140.88,渠道1,web网站,2025-01-15 11:54:33,2025-01-15 11:54:45,否,50.91,12.0,2025-01-15,11,Wednesday
3280,sys-2025-327566722,user-108135,PR000769,864.37,849.38,渠道1,APP,2025-01-15 12:42:30,2025-01-15 12:43:01,否,14.990000000000009,31.0,2025-01-15,12,Wednesday
3304,sys-2025-294803523,user-191487,PR000282,280.31,280.31,渠道1,APP,2025-01-15 13:16:34,2025-01-15 13:16:52,否,0.0,18.0,2025-01-15,13,Wednesday
3309,sys-2025-374383152,user-186002,PR000128,894.0,874.69,渠道1,微信公众号,2025-01-15 13:24:50,2025-01-15 13:25:06,否,19.309999999999945,16.0,2025-01-15,13,Wednesday
3310,sys-2025-224481994,user-130433,PR000366,207.01,207.01,渠道1,web网站,2025-01-15 13:29:53,2025-01-15 13:30:49,是,0.0,56.0,2025-01-15,13,Wednesday
3311,sys-2025-222110566,user-102203,PR000781,823.44,793.17,渠道1,微信公众号,2025-01-15 13:29:56,2025-01-15 13:31:47,否,30.270000000000095,111.0,2025-01-15,13,Wednesday
3313,sys-2025-359556157,user-154039,PR000264,212.19,212.19,渠道1,APP,2025-01-15 13:32:04,2025-01-15 13:32:15,否,0.0,11.0,2025-01-15,13,Wednesday
3337,sys-2025-329432569,user-167066,PR000344,528.84,504.17,渠道1,APP,2025-01-15 14:11:26,2025-01-15 14:11:45,否,24.670000000000016,19.0,2025-01-15,14,Wednesday
3343,sys-2025-397257854,user-232402,PR000899,754.4,701.48,渠道1,微信公众号,2025-01-15 14:24:10,2025-01-15 14:25:57,否,52.91999999999996,107.0,2025-01-15,14,Wednesday
3348,sys-2025-377767174,user-196941,PR000128,887.22,789.61,渠道1,APP,2025-01-15 14:29:22,2025-01-15 14:29:34,否,97.61000000000001,12.0,2025-01-15,14,Wednesday
3352,sys-2025-290608316,user-103879,PR000341,575.36,530.56,渠道1,微信公众号,2025-01-15 14:32:30,2025-01-15 14:34:59,否,44.80000000000007,149.0,2025-01-15,14,Wednesday
3354,sys-2025-291246799,user-221211,PR000454,230.52,230.52,渠道1,APP,2025-01-15 14:40:27,2025-01-15 14:41:27,否,0.0,60.0,2025-01-15,14,Wednesday
3365,sys-2025-278860521,user-105376,PR000839,919.49,894.81,渠道1,APP,2025-01-15 15:15:41,2025-01-15 15:16:06,否,24.680000000000064,25.0,2025-01-15,15,Wednesday
3389,sys-2025-395672670,user-202111,PR000614,289.06,262.69,渠道1,微信公众号,2025-01-15 18:11:11,2025-01-15 18:11:24,是,26.370000000000005,13.0,2025-01-15,18,Wednesday
3402,sys-2025-368724153,user-188974,PR000824,494.61,460.61,渠道1,微信公众号,2025-01-15 19:25:48,2025-01-15 19:26:07,否,34.0,19.0,2025-01-15,19,Wednesday
3426,sys-2025-388910008,user-170746,PR000227,2245.48,2216.15,渠道1,APP,2025-01-15 20:35:03,2025-01-15 20:35:51,否,29.329999999999927,48.0,2025-01-15,20,Wednesday
3427,sys-2025-374389208,user-187155,PR000235,1040.74,1040.74,渠道1,微信公众号,2025-01-15 20:35:56,2025-01-15 20:36:43,否,0.0,47.0,2025-01-15,20,Wednesday
